iter	Accuracy	Logloss
883	0.9311258278	0.2166100219
884	0.9311258278	0.2159898043
885	0.9311258278	0.2159695453
886	0.9311258278	0.2159685047
887	0.9311258278	0.2159352001
888	0.9311258278	0.2159269548
889	0.9311258278	0.2159013513
890	0.9311258278	0.2158755515
891	0.9311258278	0.2157125492
892	0.9311258278	0.2156839801
893	0.9311258278	0.2155972583
894	0.9311258278	0.215401008
895	0.9311258278	0.2153822441
896	0.9311258278	0.215376956
897	0.9298013245	0.215280938
898	0.9298013245	0.2151714404
899	0.9298013245	0.2151568491
900	0.9298013245	0.2151563055
901	0.9311258278	0.2150635294
902	0.9311258278	0.2150285023
903	0.9311258278	0.2150015555
904	0.9311258278	0.2149400254
905	0.9311258278	0.2148880856
906	0.9311258278	0.2148448492
907	0.9311258278	0.2148398264
908	0.9311258278	0.2147300655
909	0.9311258278	0.2145361173
910	0.9324503311	0.2144915257
911	0.9324503311	0.2144816429
912	0.9324503311	0.214202408
913	0.9324503311	0.2141924797
914	0.9324503311	0.2140380083
915	0.9324503311	0.2140281448
916	0.9324503311	0.2139503286
917	0.9324503311	0.2138896932
918	0.9324503311	0.2138876391
919	0.9324503311	0.2138827039
920	0.9324503311	0.2138383326
921	0.9324503311	0.2138311729
922	0.9324503311	0.2137874905
923	0.9324503311	0.2137840763
924	0.9311258278	0.2136843301
925	0.9311258278	0.213616628
926	0.9311258278	0.213613872
927	0.9311258278	0.2128826915
928	0.9311258278	0.2128598807
929	0.9311258278	0.2127993633
930	0.9311258278	0.2127794324
931	0.9311258278	0.2127780063
932	0.9311258278	0.2127011216
933	0.9311258278	0.2126851313
934	0.9311258278	0.212675199
935	0.9311258278	0.2126735482
936	0.9298013245	0.2126285789
937	0.9311258278	0.2124652109
938	0.9298013245	0.2123715556
939	0.9311258278	0.212271248
940	0.9311258278	0.2122336548
941	0.9324503311	0.2119355414
942	0.9324503311	0.2118337981
943	0.9324503311	0.211825355
944	0.9324503311	0.2116854824
945	0.9324503311	0.2116099795
946	0.9324503311	0.2115602839
947	0.9324503311	0.211521411
948	0.9324503311	0.2114662356
949	0.9324503311	0.2111098225
950	0.9324503311	0.2109833767
951	0.9324503311	0.2107296286
952	0.9324503311	0.2107018113
953	0.9324503311	0.210666869
954	0.9324503311	0.2105770392
955	0.9324503311	0.2105251899
956	0.9324503311	0.2104457716
957	0.9324503311	0.2103871144
958	0.9324503311	0.2102152891
959	0.9324503311	0.2101084504
960	0.9324503311	0.2100193367
961	0.9324503311	0.2099205845
962	0.9324503311	0.2098211411
963	0.9324503311	0.2097865794
964	0.9324503311	0.2097828217
965	0.9324503311	0.2096995499
966	0.9324503311	0.2096537639
967	0.9324503311	0.2096066797
968	0.9324503311	0.2095792026
969	0.9324503311	0.2094601613
970	0.9324503311	0.2094509892
971	0.9324503311	0.2094388507
972	0.9324503311	0.2094258711
973	0.9324503311	0.2094179386
974	0.9324503311	0.2093950294
975	0.9324503311	0.2093414816
976	0.9324503311	0.2092978055
977	0.9324503311	0.2092598748
978	0.9324503311	0.2089643905
979	0.9324503311	0.2086403283
980	0.9324503311	0.2085350015
981	0.9324503311	0.2084691577
982	0.9324503311	0.2083197007
983	0.9324503311	0.2080834227
984	0.9324503311	0.2075920073
985	0.9324503311	0.2075018902
986	0.9324503311	0.2073112394
987	0.9324503311	0.207300975
988	0.9337748344	0.2072839325
989	0.9337748344	0.2072468845
990	0.9337748344	0.2072457836
991	0.9337748344	0.2072445334
992	0.9337748344	0.2072274368
993	0.9337748344	0.2072264819
994	0.9337748344	0.2072058884
995	0.9337748344	0.2072040063
996	0.9324503311	0.2067908501
997	0.9324503311	0.2067896977
998	0.9324503311	0.2067799445
999	0.9324503311	0.2065967896
